sentence_id,l1,cefr,cefr_numeric,topic,grade,wordcount,nationality,text,target_word,register_label,register_markedness_llm,substitution_natural_llm,simpler_alternative_llm,confidence_llm
344,Spanish,A1,1.0,Writing an online profile,70.0,40.0,mx,"my city is a beatiful city and your restaurants,shop,museums are great and the parks its a beatiful place to play fotbooll soccer run basebooll etc, and the restaurants is nice, and the museums is good place to visit.",place,neutral essay,1,1,location,3
347,Spanish,A1,1.0,Making notes for a visitor,95.0,43.0,mx,"Hi, my neighborhood is litle, there are many tree, there is pharmacy and a big supermarket, my favorite place is the coffe shop it''s on the corner calvario street and llano street, there a nice park near my home,I live there.",place,neutral essay,1,1,location,3
355,Spanish,A1,1.0,Updating your online profile,80.0,25.0,mx,"I''m frequently shopping in the mall and big store. I''m never shop on line store, I''m usually shop in the department store.",frequently,neutral essay,1,1,often,3
365,Spanish,A2,2.0,Labeling photos from a safari,95.0,76.0,mx,"I first met my best friend, Mauro, when I was playing soccer at the school. We went to the same school so,  several times played together and become very good friends. He is very good playing soccer, he was the top scorer champion. He liked one of my friends so, I introducir him with her. Now they are married, still don't have chieldren but, they will soon have. We are still good friends and met frequently.",frequently,neutral essay,1,1,often,3
371,Spanish,A2,2.0,Writing an autobiography,90.0,59.0,mx,"February 24 Hi Oswaldo, i have written this because a want to you know that I am having a great time in San Francisco is a great place, it's like a DF but much more bigger and much more cleaner, the food is amazing a have a lot of friends who wants to make a sighseeing in Mexico. Love,",place,informal,1,1,in,3
377,Spanish,A2,2.0,Writing an autobiography,80.0,106.0,mx,"March 9 20014 Dear Andrea. I stay in Paris , France, Since last week , Paris is a beautiful city and has many culture so i approach to visit the Louvre museum yesterday , all the days are fantastic here because always the wether is incredible and the people are very polite. The languish is not a problem for me because i took a course of french so i can communicate very well with the people. Today i visit the latin neighborhood and Paris the Lourdes where is Notredame , maybe ill go to London and Italy. I promise buy many souvenirs to all the family and friends. Love. Israel",since,neutral essay,0,0,,1
380,Spanish,A2,2.0,Creating an office dress code,95.0,78.0,mx,"I was working  in a company that is dedicated to safety. I worked in the accounting area is a very stressful job. The last year the general manager informed us that the area would suffer one internal restructuring, the problem is that staff fired. Our team was fifteen persons of which we went four and two were area changed. It was very sad to say goodbye but all changes are good and I think that should be positive.",inform,neutral essay,0,0,,1
383,Spanish,A2,2.0,Writing a holiday postcard,95.0,49.0,mx,"my name is Jose. I live in Juchipila Zacatecas. Zacatecas is the primary silver producer in the world. We have different types of vegetation,like desserts,mountains.In my town we have only blue pine,and have el serro de santa cruz is the highest mountain in my state.",primary,neutral essay,1,0,,3
383,Spanish,A2,2.0,Writing a holiday postcard,95.0,49.0,mx,"my name is Jose. I live in Juchipila Zacatecas. Zacatecas is the primary silver producer in the world. We have different types of vegetation,like desserts,mountains.In my town we have only blue pine,and have el serro de santa cruz is the highest mountain in my state.",state,neutral essay,1,0,,3
395,Spanish,A2,2.0,Creating an office dress code,95.0,66.0,mx,"Soft-Solutions is a software company. It had a sales problem that's only sell software to local companies. Soft-solutions wants to sell software to foreign companies. The only solution was to get a certification on international standars like Six Sigma and CMMI. The managment and staff started to work in the training process, and now, they are having business with enterprises in the United States.",state,news,0,0,,3
399,Spanish,A2,2.0,Filling out an insurance claim form,95.0,87.0,mx,"I just saw ""The counselor"" I think it''s incredible film. ""The counselor""  was made in 2013 and was directed by Ridlet Scott. your protagonist was Michael Fassbender, along with Kameron Diaz, Brat Pit and Benelope Cruz. The film is a lawyer who crosses economic problems (Michael Fassbender) gets into the world of drug trafficking by accepting to act as escort a drug shipment coming from the Mexican border into the United States. I think the end was not good but in general I liked the movie.",accept,informal,1,0,,3
399,Spanish,A2,2.0,Filling out an insurance claim form,95.0,87.0,mx,"I just saw ""The counselor"" I think it''s incredible film. ""The counselor""  was made in 2013 and was directed by Ridlet Scott. your protagonist was Michael Fassbender, along with Kameron Diaz, Brat Pit and Benelope Cruz. The film is a lawyer who crosses economic problems (Michael Fassbender) gets into the world of drug trafficking by accepting to act as escort a drug shipment coming from the Mexican border into the United States. I think the end was not good but in general I liked the movie.",state,informal,1,0,,3
400,Spanish,A2,2.0,Planning to attend a music festival,70.0,31.0,mx,"I traveled building in very bad status is one Country very complex, and visited the Taj Mahal, is very important place in this country, many visitors of differente countries to visited",place,neutral essay,1,0,,3
405,Spanish,A2,2.0,Writing a holiday postcard,95.0,76.0,mx,"My name is Raymundo. I live in Mexico City. This city is the second largest city in the world, but it has a wonderful lanscape like the Anthropology National Museum, the Downtown, the Chapultepec Castle, and other interesting places, besides we have 32 States in the country, we have beautiful beaches like CanCun, deserts like Sonora's desert, forests with precious trees, mountains and volcanoes, archaeological sites like Teotihuacan or Chichen Itza. You most visit our country.",place,neutral essay,0,0,,3
405,Spanish,A2,2.0,Writing a holiday postcard,95.0,76.0,mx,"My name is Raymundo. I live in Mexico City. This city is the second largest city in the world, but it has a wonderful lanscape like the Anthropology National Museum, the Downtown, the Chapultepec Castle, and other interesting places, besides we have 32 States in the country, we have beautiful beaches like CanCun, deserts like Sonora's desert, forests with precious trees, mountains and volcanoes, archaeological sites like Teotihuacan or Chichen Itza. You most visit our country.",state,neutral essay,1,0,,3
420,Spanish,A2,2.0,Writing a holiday postcard,95.0,46.0,mx,"My name is Ali I live in Nezahualcoyotl, Mexico. Mexico is the little state in Mexico. We have incredible nature in my state. There are a lot of trees, birds, and monkeys. Popocatepetl is the highest volcano in Mexico. I don't suggest you hike that volcano.",state,neutral essay,0,0,,3
423,Spanish,B1,3.0,Describing a business trip,90.0,105.0,mx,"Good afternoon MR. Quiroz, How are you? This mail is to sumarize the metting that we had with our principal supplier. We are talking about delivery dates, qualityt, prices etc. The reason of this metting is because we had issues with this suplier about thiese topics. The lead time will be inmediately, the quality will be better and the pirces won't increase. The supplier will be evaluted by us with 5 goals. This business is growing and we need to a better relationship with our suppliers. I think this is a good oportunity for the company. I'll give you more details. thank you! Nice Day.",increase,news,0,1,improve,3
424,Spanish,B1,3.0,Describing a business trip,90.0,115.0,mx,"Hi, Mr. Dillan I have bad and good news. About the meeting we had yesterday,  I met with the design engineer and has not been able to finish the software and I'm afraid we can not begin the project yet. The good news is, we have customers interested in our products and sales will increase by 20%. I am waiting to have the software installed, I will send you all the files it has been integrated  in the last months. and I''ll give more details soon. by the way Elisa has given up and we need to cover the  vacancy, it''s urgent to have a meeting to promote some one else. sincerly Arlette",increase,neutral essay,1,0,,3
425,Spanish,B1,3.0,Giving instructions to play a game,90.0,79.0,mx,"For me the future is amazing, we can be in several places to see with holograms. Health will be better thanks to advances in the technological fields. The nanotechnology will save us, will destroyed the cancer, the SIDA, the flu before symptoms feel. The education  will be better, the school will conect our minds to a CPU and we will learn in seconds. we wil colonize other planets. And modificate the DNA of the humans to crate the superhuman.",destroy,ambiguous,1,1,eliminate,3
425,Spanish,B1,3.0,Giving instructions to play a game,90.0,79.0,mx,"For me the future is amazing, we can be in several places to see with holograms. Health will be better thanks to advances in the technological fields. The nanotechnology will save us, will destroyed the cancer, the SIDA, the flu before symptoms feel. The education  will be better, the school will conect our minds to a CPU and we will learn in seconds. we wil colonize other planets. And modificate the DNA of the humans to crate the superhuman.",place,ambiguous,0,0,,3
426,Spanish,B1,3.0,Making a 'to do' list of your dreams,95.0,104.0,mx,"My dream is to be a doctor because I want to know how does de body work, and i want to know all the diseases that exist and how they appear, I'm still studying. However, I want to work in a hospital but i need my certification, and the way i can get it, its to pass my final exam. After that I can choose a hospital, maybe a go to London. In 5 years I pretend to open a clinic, Although I need a lot of money if I want that my dream come true. It doesn't matter I know i can success",appear,neutral essay,0,0,,3
426,Spanish,B1,3.0,Making a 'to do' list of your dreams,95.0,104.0,mx,"My dream is to be a doctor because I want to know how does de body work, and i want to know all the diseases that exist and how they appear, I'm still studying. However, I want to work in a hospital but i need my certification, and the way i can get it, its to pass my final exam. After that I can choose a hospital, maybe a go to London. In 5 years I pretend to open a clinic, Although I need a lot of money if I want that my dream come true. It doesn't matter I know i can success",however,neutral essay,0,0,,3
428,Spanish,B1,3.0,Giving instructions to play a game,95.0,123.0,mx,"I think that in the future the man will have a life more quickly or easy, because the tecnhology is growing more and more, for example: When you need going to the bank to make a pay, you won''t need to wait for minutes, in the future all the movements of money that you want to do could reallze with your smarthpone. Also in the future the trips to differents places in the world will be more quickly and confortably because the planes is being developing with new kind of technology and they try to keep the envorinment to safe. The medicine will be better with the help of robots in the hospitals the doctor will be more efficient in your work.",place,neutral essay,1,1,location,3
429,Spanish,B1,3.0,Making a business proposal,90.0,109.0,mx,"In a few years, I will have planned my financial project, by that time I would finish to study collage, and had a lot of years working, and a lot of life experience. I will have had a family and have a lot of things to pay. Before I retired, i want to have a lot of houses and business that could make a lot of money, my investments will have earned more than $5 million. I will have traveled to a lot of places and citys, and my children will have already graduated from university. Maybe my husband and I will have found a wonderful place to live.",place,neutral essay,1,1,location,3
431,Spanish,B1,3.0,Giving instructions to play a game,70.0,115.0,mx,"I think that , if we remain irresponsible, the future will be a nightmare. I think will continue the fight for power in some contries and this will cause more wars and maybe the Third word war. The pollution will continue and in 30 or 25 years will become extinct more animals. In Mexico, will continue the war against the drug traffic and the corruption. There will be more illines like the HIV. But maybe there will be cures for other illines like the cancer and diabetes. The technology will advance and we will have more cell phones. smart houses and flying cars. I think we can change the bad things being better people each day.",remain,informal,1,1,remain_in,3
434,Spanish,B1,3.0,Taking part in a TV viewing survey,90.0,86.0,mx,"In my country Mexico there are the same studios program at elementary secundary and bachilleres sistem for whole country But the universities in each state of our republic have autonoy economic and academic, for example here the UACH (universidad autonoma de chihuahua) . You can study the diferents carrers oferded like MBA, Agronomy, phsicology, medicine, etc. The UACH is in the capital of the state but more students are of other palces then they have to change of recidence and came here for the oportunity of study",state,academic,0,0,,2
436,Spanish,B1,3.0,Studying online,80.0,144.0,mx,"I am a lover of antiques. Once when I was visiting ""Lagunilla Market"", which is well known and Mexico by selling old products. Suddenly I found a very old phone that caught my attention, then I ask about its origin and its virtues and if it still worked. The explanation was very compelling, so ask for the price. The girl told me. Our preliminary offer is $ 3000.00 the price is excessive I offer $ 2,000.00 She moved her head and told me, we have certain limitations, but we'll try to be a discount my counteroffer is $ 2,400.00 No it is still expensive I cant accept it. But I'm confident we can work something out. What do you think about $ 2200.00 Ok I think, we made a good deal. So. Now day I have beautiful old telephone on my chimney.",accept,neutral essay,1,1,accept,3
436,Spanish,B1,3.0,Studying online,80.0,144.0,mx,"I am a lover of antiques. Once when I was visiting ""Lagunilla Market"", which is well known and Mexico by selling old products. Suddenly I found a very old phone that caught my attention, then I ask about its origin and its virtues and if it still worked. The explanation was very compelling, so ask for the price. The girl told me. Our preliminary offer is $ 3000.00 the price is excessive I offer $ 2,000.00 She moved her head and told me, we have certain limitations, but we'll try to be a discount my counteroffer is $ 2,400.00 No it is still expensive I cant accept it. But I'm confident we can work something out. What do you think about $ 2200.00 Ok I think, we made a good deal. So. Now day I have beautiful old telephone on my chimney.",certain,neutral essay,1,0,,3
439,Spanish,B1,3.0,Making a 'to do' list of your dreams,95.0,101.0,mx,"I''m an Engineer, however one year ago I started with singing classes, in five years' time, I'll be a singer. My plan is not to work as a singer, the payment is not enough. Although I like to sing, it is only a hobby, I like to have a good time with my family, my wife and my daughter are singers. I like my job, I'm working for an american company, in Mexico City Office, I have been working there for a long time, my job is very stressful, however, I can relax me when I take my singing classes.%%",however,ambiguous,0,0,,3
441,Spanish,B1,3.0,Reviewing a song for a website,70.0,148.0,mx,"I work in an office which has a culture more or less formal, in some aspects is very formal like the way that we have got to dress, for example women and men have to wear khaki pants and shirt with the company logo every day. Another formal aspect is ours hour to start to work which is very strict, We have to arrive no more than 8:30 AM in order to not obtain a warning but not at all are very formal aspects, for example the time to leave should be around 5:30 PM and sometimes there are people working extra time also We have more holidays than the other companies. An employee which has more than five years working has two weeks of vacations per year. The company has as political doors open it means that the door office always is open to all the employees.",arrive,neutral essay,0,0,,3
441,Spanish,B1,3.0,Reviewing a song for a website,70.0,148.0,mx,"I work in an office which has a culture more or less formal, in some aspects is very formal like the way that we have got to dress, for example women and men have to wear khaki pants and shirt with the company logo every day. Another formal aspect is ours hour to start to work which is very strict, We have to arrive no more than 8:30 AM in order to not obtain a warning but not at all are very formal aspects, for example the time to leave should be around 5:30 PM and sometimes there are people working extra time also We have more holidays than the other companies. An employee which has more than five years working has two weeks of vacations per year. The company has as political doors open it means that the door office always is open to all the employees.",obtain,neutral essay,0,0,,3
442,Spanish,B1,3.0,Issuing a written warning,90.0,126.0,mx,"Hey, Abraham I'm not sure if have to be telling you this, but I guess I might be very gossip. Anyway you are my best friend and even though I promised myself not to tell anyone, I will tell you. Before, I need to assure that you swear me that you don't say anything to anybody. OK, I put my trust in you and I think you won't do it. You know that I'm working in health care system and since a couple of weeks ago, there are a new flu epidem. It's very dangerous, it's spreading very fast and is killing millions of people every month. The government is hiding the stories, but I'm just telling you because I worry about you. Take care Manolo",since,informal,0,0,,3
443,Spanish,B1,3.0,Responding to written invitations,95.0,100.0,mx,"I met my wife for the first time when i was a volunteer in  zoo, we studied at the same school but we dont knew each other until we talked for the first time at the zoo, I remember that we were catching worms, that's pure love. We were friends first, we like each other and then we were in our first date. We had just 1 date and then we were a happy couple. Now we have 8 years since we got married and we have a beautiful daughter, we are happy and I hope it last for ever.",since,neutral essay,1,0,,3
445,Spanish,B1,3.0,Signing a waiver to go skydiving,95.0,106.0,mx,"Regulations in my city about drinking and driving, driving without a fastened seat belt and using cell phones while driving have become more strict. Fines are more expensive since a couple of weeks ago. Driving without fastened seat belt is now about $100 Dollars!. I know all this is to keep us safety but this also promotes corruption because police is very corrupted here. Well, I guess that wont affect me because I never drink, and I always have my seat belt fastened while driving. I worry about my cell phone. Sometimes I use it. I have to change that or I'll get an expensive fine.",since,news,1,0,,3
446,Spanish,B1,3.0,Writing about a memorable experience,90.0,95.0,mx,"I think that today local television at Argentina is really bad, because there are a lot of bad and cheaper soap operas. If you jump to other local channel you can see some boring and disgusting reality show. On the other hand, if you choose the news, you always see street violent, murders, or politician comments that I really hate. I prefer to watch some film or documentary, this kind of television is that I really like. I feel strongly that there too many commercial on Argentina TV, specially considering the low quality of productions.",consider,neutral essay,0,0,,3
448,Spanish,B1,3.0,Taking part in a TV viewing survey,80.0,92.0,mx,"In Mexico is common that Universities are not expensive, we have some public colleges an are great. The trend in my country is that you just do generally one exam each 3 months of each teacher you have. We don't have a lot of online classes but it's better to go to University and have live class. We have excellent teachers and they paid a good attention in every student it doesn't matter If is a large lass tha's why I all for live classes but for languages I preffer online classes,",large,neutral essay,0,0,,3
449,Spanish,B1,3.0,Giving feedback to a restaurant,90.0,125.0,mx,"I recently ate at a very nice restaurant called La Nacional. Well, at first at all It''s important suggest that you''ll call for make a reservation before to arrive, because It''s one of the most relevant restaurants in the region.  When the server arrived, he introduced himself and offered the menu and some special dishes recommendations for that day. I''d ordered Sirloin steak and asparagus, the steak wasn''t organic and the asparagus wasn''t grown locally. I think that in Mexico both tendencies aren''t so common between Mexican people yet. As soon as we finished our main course, we ordered black coffee as a dessert. The services and the food were excellent, so I''ll probably go back again.",arrive,neutral essay,0,0,,3
450,Spanish,B1,3.0,Planning for the future,80.0,93.0,mx,"Dear john You have been my brother since i was born, i'll be honest with you, i decides to become an enginner, so i will study un the public school, and well it's on the other side of the county, i know we had many plans, bit if you were me what would you do? . it always been my dream... Please forgive me i promise i'll be in christmas day, i want to get muy own company, so if i want this in 6 years i will have to do this working hard",since,neutral essay,1,0,,3
452,Spanish,B1,3.0,Selling items in an online auction,80.0,123.0,mx,"In my family, everyone has a smartphone. Actually we first had been using old phone with text aplication but now it's easier to communicate and also faster. We can agree where we can have a dinner on Friday night however we are not together. We can send an information about a concert or about the traffic jam in only few seconds. I think technology have change life of fathers, or could I say particulary of mothers when theirs children are going to a party at night. With only a short message, they avoid to be worried al night up to their son or daughter came back home. That a powerful invention to keep communication. Now the quality of the communication depends on us.",however,neutral essay,0,0,,3
452,Spanish,B1,3.0,Selling items in an online auction,80.0,123.0,mx,"In my family, everyone has a smartphone. Actually we first had been using old phone with text aplication but now it's easier to communicate and also faster. We can agree where we can have a dinner on Friday night however we are not together. We can send an information about a concert or about the traffic jam in only few seconds. I think technology have change life of fathers, or could I say particulary of mothers when theirs children are going to a party at night. With only a short message, they avoid to be worried al night up to their son or daughter came back home. That a powerful invention to keep communication. Now the quality of the communication depends on us.",powerful,neutral essay,0,0,,3
454,Spanish,B1,3.0,Asking for leave,90.0,118.0,mx,"In Mexico the etiquette includes some rules of how to greet people, for example you have to shake hands but not so hard, it could be seen as an offensive way, so you have to show yourself as a secure people. About eating, here we have many rules, for example if one persona ask you for salt you must put the salt shaker near but not give it in hand, another rule is to eat with closed mouth and say please and thank you. About meetings you must be in the place a few minutes early and to bring with you a business card, before the meeting starts you can ask some general questions to break the ice.",place,neutral essay,0,0,,3
459,Spanish,B1,3.0,Signing a waiver to go skydiving,80.0,109.0,mx,"Some years ago, was approved a law about driving and drinking alcohol in my country, the police use the breathalyzer  test to check the measure blood alcohol level of the drivers, now day the drivers have to pay a fine like in past, but, since some years ago the drivers go to jail for seventy two hours uncommutable, before this law, several accidents ocurred every day mostly on wekends and holidays, the accidents were crepy most of them were motal, also the drivers losed their drive licence and increace their insurance payment. Nowadays people are more aware of the consecuences of driving while under the influence of alcohol beverages.",since,neutral essay,1,0,,3
460,Spanish,B1,3.0,Giving feedback to a restaurant,95.0,141.0,mx,"In my office everybody like going to the famous restaurant called ""El Charco de las Ranas"" in Mexico city, in this place they serve international food, but I love eating sopes and fajitas and drink Pozol, it is a typical drink of Tabasco, it is made of cocoa mass and a little of salt, it''s delicious, my boyfriend loves eating T bone steak medium rare and mashed and my friend loves eating ""dobladitas al comal"", these are only cocked with vegetables everything is fresh and delicious. Something that I enjoy eating for dessert is lemon custard ""el charco"", its flavor is indescriptible. And when servers show the dishes , they dance with the dishes on their hands, it looks beautiful with lights and different sounds. But if you want to make a reservation it must be from four hours with anticipation.",place,neutral essay,0,0,,3
462,Spanish,B1,3.0,Giving instructions to play a game,90.0,66.0,mx,"I am very optimistic about the future. I believe the energetic use change and humanity will use the sun to generate electricity. Doctors depeloment other contact with patients and consultations will mayority online. another way perhaps the poblation will move in special cars, these cars move only a little electric power. the pollution will increase by some action of governments and drinking water will be reduced.",increase,news,1,1,may,3
462,Spanish,B1,3.0,Giving instructions to play a game,90.0,66.0,mx,"I am very optimistic about the future. I believe the energetic use change and humanity will use the sun to generate electricity. Doctors depeloment other contact with patients and consultations will mayority online. another way perhaps the poblation will move in special cars, these cars move only a little electric power. the pollution will increase by some action of governments and drinking water will be reduced.",perhaps,news,0,0,,3
463,Spanish,B1,3.0,Making a 'to do' list of your dreams,95.0,86.0,mx,"My dream is to be a very important actuary in the most prestigious firm in a year's time more or less. For that, I have planned to study a masters degree in a foreign country and then return to Mexico. In 10 years time I want to work as a consultant, because I want to be my own boss. Im going to be very successful; actually the CEOs will ask me for advices, I hope. However, Im going to work hard until my dream comes true.",however,academic,0,0,,3
465,Spanish,B1,3.0,Planning for the future,90.0,124.0,mx,"Dear Francis, I haven't been hearing about you for a long time,I'm happy to find you again.Let me tell you about the latest news in my life.The last time we met, we were in mid school. I've decided to quit this period of education and go to a handicraft school.If I were finished in our school with you, I would study another thing. If I were in another country, I would study a language more faster than now. My dream has always been to be a teacher and work with pupils. I'm hoping to increase my knowledge and get a teacher's degree.Then I can teach children. That would make me a happy person. Thanks for reading my letter, Ann",increase,neutral essay,0,1,will,3
471,Spanish,B1,3.0,Selling items in an online auction,80.0,98.0,mx,"My smartphone has positively affected my personal life. I can surf the internet, watch movies, play video games, also and very important, I can use it as a calendar. I can plan all my personal events. I used to forget my sisters birthday, and now I have really nice app that remind me important events. I did not want to buy it because it was so expensive, but now I understood that it is a very powerful tool. Almost all the people that I know got one and is awesome to see how somehow their lives have changed.",powerful,neutral essay,1,0,,3
475,Spanish,B1,3.0,Studying online,95.0,104.0,mx,"The last time that I had a deal was with a friend of mine called Marcos Jimenez. The agreement took place in San Francisco Mexico, the agreement was about the rent of farmlands. The total of acres was 28, the cost per acre was $650, the total amount was $9800, the terms of payments was 3 months, one payment per month. I would use the lands at the beggining of may and the contract would finish in december 31. We both were totally agreed about the price and the time span.  That deal was the first in my life and think it was great.",place,news,1,0,,3
477,Spanish,B1,3.0,Giving instructions to play a game,60.0,110.0,mx,"i think that in the future we will have less gasoline cars due to the costly gasoline pricess, i am not to much optimistic about of the current electric cars, since them are to expensive and their maintenance cost his hight too, so it may result expensive the car maintenance compaired to the gasoline, also electric cars can not travel long distances since the batery only last few hours or kilometers, and as like the celphones bateries they will last less time charged in a short period of time compaired to a gasoline car that can work near to 80 thousand kilometers without highg cost maintence when is brand new.",since,informal,1,1,because,3
480,Spanish,B1,3.0,Taking part in a TV viewing survey,100.0,94.0,mx,"In the US, the teachers are forced to give tests to the students of all grades. I'm against them, because some students are frustrated and nervous on that week. I know teachers can't do any things, they think that help to figure out who needs special help on certain subject. For example, if the student fail the test they can pass the grade. Some of them needs to take summer classes to pass the subject it was fail. Another trend is no body older than 18-years-olds can attend school in day hours.",certain,neutral essay,0,0,,3
481,Spanish,B2,4.0,Requesting a bank loan,90.0,138.0,mx,"Fortunately, Ive been employed since I graduated and my salary is not bad at all. So Im in good shape financially. Actually, I try to be thrifty in my daily expenses and night outs because I have a scholar loan which I pay $3,000 pesos per month, also I have a car loan with a bank which I will pay off by the end of this year. As soon as I can keep my job and be careful with my expenses and debts, things will continue to looking up and I can afford to save a part of my weekly paycheck for future projects or unexpected expenses. In Mexico, you cannot live without planning for future or managing well your personal finances because the tax are increasing rapidly and some utilities and gasoline prices are gradually risen.",since,neutral essay,0,0,,3
482,Spanish,B2,4.0,Entering a writing competition,100.0,160.0,mx,"I think, one of the most interesting and effective management strategy is to use the SWOT analysis technique, that is exactly what our business need. SWOT helps evaluation of internal and external strengths,weaknesses, opportunities and threats of a business. We need to have everything clear and in order if we want the SWOT analysis technique works well. We need to work more time on the team to identify the strengths in order to motivate the team and also identifying the weaknesses helps to be aware of the problems in the future. Knowing how the team works we can pay attention on how we can make movements and task assignments, we can learn how to motivate the team, make them stronger and develop mutual trust, so the team can get involve in the process, collaborating altogether to complete the SWOT analysis. Making changes to this technique could be a good idea to take advantage of all the features it offers.",complete,neutral essay,1,0,,3
483,Spanish,B2,4.0,Writing a movie review,90.0,167.0,mx,"I graduated from the university with specializing in production systems 22 years ago. I started my career working as production supervisor in an advertising company. Afterward, changed to a medical company as a manufacturing engineer. Over half of my working life, I have been working in that medical company where I performed multiple roles. My last role before leaving the company was as manufacturing manager. Presently, I am as manager of molding in a very important electronics company. Although I have very little time in this new job, the company is large and very important. I have great confidence that in a short time, I'll have excellent opportunities for professional development in my new company. One of my biggest challenges is to be plant manager, and to achieve it I continued getting ready. I am currently studying a masters in finance. I hope to achieve it maximum in five years. Another of my future plans is to start my own business, but that is only in plans.",large,academic,0,0,,3
483,Spanish,B2,4.0,Writing a movie review,90.0,167.0,mx,"I graduated from the university with specializing in production systems 22 years ago. I started my career working as production supervisor in an advertising company. Afterward, changed to a medical company as a manufacturing engineer. Over half of my working life, I have been working in that medical company where I performed multiple roles. My last role before leaving the company was as manufacturing manager. Presently, I am as manager of molding in a very important electronics company. Although I have very little time in this new job, the company is large and very important. I have great confidence that in a short time, I'll have excellent opportunities for professional development in my new company. One of my biggest challenges is to be plant manager, and to achieve it I continued getting ready. I am currently studying a masters in finance. I hope to achieve it maximum in five years. Another of my future plans is to start my own business, but that is only in plans.",perform,academic,0,0,,3
486,Spanish,B2,4.0,Doing a survey about discrimination,80.0,148.0,mx,"Have times changed about gender equality in Mexico?, well, I think they do, many things have changed over the years in our country, but of course there is still a lot to do in this issue. There is some people who thinks the place of the women is in home and take care of the children while the man brings the money. I want to say that I don't think like that... well, it's okey if the woman want to that, but actually, for me, it's much better and interesting a woman who has career or has dreams and fight for them without care about what others thinks, in few words, I prefer the concept of a modern woman. But even with that I think some things shouldn't change for each gender but I like the idea of freedom of choice that you want to be or do.",place,neutral essay,1,0,,3
488,Spanish,B2,4.0,Reviewing a self-help book,60.0,154.0,mx,"In Mexico exists the no smoking in restaurants and bars as well as in USA. This law is made it to forbide people to smoke in close areas. At the beginning people felt very in disagree mostly smokers and restaurants and bars owners. Personally I don''t smoke and this law do not affect me at all, From my point of view this law is a bit complainable because it interfere with others people lifes, normal and honest people that have an taste for smoking, they are not commiting a crime, plus they are consumming by the time that get fun in their spare time. However, It has to create an improvement in some way, isn''t. Honestly we need to adapt to many things on society, I hope that the law makers have reason and the society wins after all, besides no boby will really be against this by creating disturbs or striking.",however,neutral essay,0,0,,3
490,Spanish,B2,4.0,Applying to be a fitness trainer,90.0,160.0,mx,"Last Friday, January 31st. I attended a presentation about our team proposals. I really admire how compelling the presenter was. Her voice was clear and strong, and she made the presentation very interesting because it allowed people to participate. Another thing she did well was to explain in detail each proposal. I really learn a lot about how get better grades with the students y they get having a good behavior. The presenter explained the graphs corresponding to each group to discuss the academic progress of the students as well as improving their behavior. I really understood everything. On the other hand, one thing she could  have done differently was to explain quickly and briefly each key point because she spend a lot of time in some issues and some people left the meeting. Moreover if she had given us some interesting facts, people would have felt more relaxed and motivated. Overall, the presentation was really interesting and well prepared.",discuss,neutral essay,1,0,,3
492,Spanish,B2,4.0,Helping a coworker deal with a phobia,95.0,174.0,mx,"The technology in my life has chenge the way that i work from home. For example in the past i have to stay at the office until i finished my work, nowdays i use virtual private network form my house to connect to my desktop so i decide the moment to finish my job at home. As a result i can see my daugthers until they go sleep, and after this i go back to the computer and finish the job that i left in pause state and of course i send to my boss, and he can read that i use extra hours to finish it. One disadvantages is that my boss cand send my any kind of job and he is sure that i will attend it until i finish it. Im totally dependent on my smartphone because i can send messages using email plattaform, i can attach a file, and the most important thing that i can use the videoconference with my smartphone to coommunicate with my family!!! I love iT",state,informal,1,1,change,3
493,Spanish,B2,4.0,Writing up survey findings,90.0,163.0,mx,"In my country there are many traditional shows and others coming from other countries. It is hard to say which is better because there are very good Shows these days. But undoubtedly there is a very traditional show in my country which has hundreds of years staged. It is known worldwide as the dance of the deer, and this staging tells the story of a hunter goes into the forest looking for his next medal which is a great deer. Both the hunter and the deer are played by men wearing clothing according to their role. The story is wrapped in music and dances where second by second narrate how the story takes place. The plot is very deep because talks about hatred that hunter feels for the deer. At the end, it is amazing how the hunter when facing his legendary and dying enemy aims to communicate to the audience all unexpected feelings of anguish and pain to see his enemy agonize.",place,ambiguous,0,0,,2
496,Spanish,B2,4.0,Helping a coworker deal with a phobia,90.0,138.0,mx,"The new electronic Transformer Translator will change your daily life. This palm size gadget its unique and is the most used in the world for translating 500 useful phrases into 50 languages. In addition, you will be able to listen to your pronunciation and correct it if necessary. It has many other features because it also acts as radio receiver, world time zone clock; currency converter and pedometer. The Transformer Translator has a case made of back metal however its really small, light and weights only ten ounces. The best of all is the price, it's not the cheapest of the market but you will have more benefits than the others for only 235 USD. You cant miss this special promotion and get this state-of-the-art gadget. You will be one more of our satisfied clients.",however,news,1,0,,3
496,Spanish,B2,4.0,Helping a coworker deal with a phobia,90.0,138.0,mx,"The new electronic Transformer Translator will change your daily life. This palm size gadget its unique and is the most used in the world for translating 500 useful phrases into 50 languages. In addition, you will be able to listen to your pronunciation and correct it if necessary. It has many other features because it also acts as radio receiver, world time zone clock; currency converter and pedometer. The Transformer Translator has a case made of back metal however its really small, light and weights only ten ounces. The best of all is the price, it's not the cheapest of the market but you will have more benefits than the others for only 235 USD. You cant miss this special promotion and get this state-of-the-art gadget. You will be one more of our satisfied clients.",state,news,0,0,,3
